Date,Levels
01.09.2011 00:00:00   ,230.18
01.10.2011 00:00:00   ,230.13
01.11.2011 00:00:00   ,230.05
01.12.2011 00:00:00   ,229.93
01.01.2012 00:00:00   ,229.9
01.02.2012 00:00:00   ,229.79
01.03.2012 00:00:00   ,229.74
01.04.2012 00:00:00   ,229.76
01.05.2012 00:00:00   ,229.76
01.06.2012 00:00:00   ,229.77
01.07.2012 00:00:00   ,229.73
01.08.2012 00:00:00   ,229.71
01.09.2012 00:00:00   ,229.62
01.10.2012 00:00:00   ,229.77
01.11.2012 00:00:00   ,231.0
01.12.2012 00:00:00   ,230.77
01.01.2013 00:00:00   ,231.36
01.02.2013 00:00:00   ,232.82
01.03.2013 00:00:00   ,232.21
01.04.2013 00:00:00   ,231.84
01.05.2013 00:00:00   ,231.2
01.06.2013 00:00:00   ,230.9
01.07.2013 00:00:00   ,230.23
01.08.2013 00:00:00   ,230.05
01.09.2013 00:00:00   ,229.9
01.10.2013 00:00:00   ,229.88
01.11.2013 00:00:00   ,230.18
01.12.2013 00:00:00   ,230.45
01.01.2014 00:00:00   ,230.69
01.02.2014 00:00:00   ,231.81
01.03.2014 00:00:00   ,231.12
01.04.2014 00:00:00   ,230.44
01.05.2014 00:00:00   ,231.04
01.06.2014 00:00:00   ,230.49
01.07.2014 00:00:00   ,230.37
01.08.2014 00:00:00   ,231.29
01.09.2014 00:00:00   ,231.77
01.10.2014 00:00:00   ,231.15
01.11.2014 00:00:00   ,231.31
01.12.2014 00:00:00   ,231.47
01.01.2015 00:00:00   ,231.02
01.02.2015 00:00:00   ,231.1
01.03.2015 00:00:00   ,231.0
01.04.2015 00:00:00   ,230.54
01.05.2015 00:00:00   ,230.88
01.06.2015 00:00:00   ,231.28
01.07.2015 00:00:00   ,230.3
01.08.2015 00:00:00   ,230.01
01.09.2015 00:00:00   ,229.83
01.10.2015 00:00:00   ,230.65
01.11.2015 00:00:00   ,230.28
01.12.2015 00:00:00   ,229.96
01.01.2016 00:00:00   ,229.98
01.02.2016 00:00:00   ,230.89
01.03.2016 00:00:00   ,231.39
01.04.2016 00:00:00   ,230.46
01.05.2016 00:00:00   ,230.95
01.06.2016 00:00:00   ,230.63
01.07.2016 00:00:00   ,230.34
01.08.2016 00:00:00   ,230.2
01.09.2016 00:00:00   ,229.95
01.10.2016 00:00:00   ,229.98
01.11.2016 00:00:00   ,230.61
01.12.2016 00:00:00   ,230.26
01.01.2017 00:00:00   ,229.94
01.02.2017 00:00:00   ,230.24
01.03.2017 00:00:00   ,230.32
01.04.2017 00:00:00   ,229.97
01.05.2017 00:00:00   ,229.9
01.06.2017 00:00:00   ,229.85
01.07.2017 00:00:00   ,229.76
01.08.2017 00:00:00   ,229.67
01.09.2017 00:00:00   ,229.98
01.10.2017 00:00:00   ,229.67
01.11.2017 00:00:00   ,229.65
01.12.2017 00:00:00   ,230.32
01.01.2018 00:00:00   ,230.73
01.02.2018 00:00:00   ,231.47
01.03.2018 00:00:00   ,231.56
01.04.2018 00:00:00   ,231.1
01.05.2018 00:00:00   ,231.21
01.06.2018 00:00:00   ,230.59
01.07.2018 00:00:00   ,230.39
01.08.2018 00:00:00   ,229.98
01.09.2018 00:00:00   ,229.93
01.10.2018 00:00:00   ,229.8
01.11.2018 00:00:00   ,229.72
01.12.2018 00:00:00   ,229.7
01.01.2019 00:00:00   ,229.63
01.02.2019 00:00:00   ,229.62
01.03.2019 00:00:00   ,229.6
01.04.2019 00:00:00   ,229.57
01.05.2019 00:00:00   ,229.8
01.06.2019 00:00:00   ,229.9
01.07.2019 00:00:00   ,229.69
01.08.2019 00:00:00   ,229.65
01.09.2019 00:00:00   ,229.74
01.10.2019 00:00:00   ,229.84
01.11.2019 00:00:00   ,230.51
01.12.2019 00:00:00   ,230.72
01.01.2020 00:00:00   ,230.52
01.02.2020 00:00:00   ,230.25
01.03.2020 00:00:00   ,230.33
01.04.2020 00:00:00   ,229.98
01.05.2020 00:00:00   ,229.89
01.06.2020 00:00:00   ,230.08
01.07.2020 00:00:00   ,230.6
01.08.2020 00:00:00   ,230.73
01.09.2020 00:00:00   ,230.68
01.10.2020 00:00:00   ,231.36
01.11.2020 00:00:00   ,231.34
01.12.2020 00:00:00   ,231.42
01.01.2021 00:00:00   ,231.41
01.02.2021 00:00:00   ,231.12
01.03.2021 00:00:00   ,230.69
01.04.2021 00:00:00   ,230.32
01.05.2021 00:00:00   ,230.51
01.06.2021 00:00:00   ,230.78
01.07.2021 00:00:00   ,230.23
01.08.2021 00:00:00   ,230.03
01.09.2021 00:00:00   ,229.85
01.10.2021 00:00:00   ,229.79
01.11.2021 00:00:00   ,229.74
01.12.2021 00:00:00   ,229.82
01.01.2022 00:00:00   ,
