Date,Levels
01.01.1983 00:00:00   ,148.31
01.02.1983 00:00:00   ,148.43
01.03.1983 00:00:00   ,148.29
01.04.1983 00:00:00   ,148.61
01.05.1983 00:00:00   ,148.69
01.06.1983 00:00:00   ,148.6
01.07.1983 00:00:00   ,148.24
01.08.1983 00:00:00   ,147.86
01.09.1983 00:00:00   ,147.49
01.10.1983 00:00:00   ,147.34
01.11.1983 00:00:00   ,147.13
01.12.1983 00:00:00   ,147.19
01.01.1984 00:00:00   ,147.48
01.02.1984 00:00:00   ,147.55
01.03.1984 00:00:00   ,147.36
01.04.1984 00:00:00   ,147.77
01.05.1984 00:00:00   ,148.05
01.06.1984 00:00:00   ,148.17
01.07.1984 00:00:00   ,148.08
01.08.1984 00:00:00   ,147.89
01.09.1984 00:00:00   ,147.94
01.10.1984 00:00:00   ,148.07
01.11.1984 00:00:00   ,147.44
01.12.1984 00:00:00   ,147.25
01.01.1985 00:00:00   ,147.05
01.02.1985 00:00:00   ,148.92
01.03.1985 00:00:00   ,148.16
01.04.1985 00:00:00   ,148.14
01.05.1985 00:00:00   ,148.37
01.06.1985 00:00:00   ,148.57
01.07.1985 00:00:00   ,148.25
01.08.1985 00:00:00   ,149.46
01.09.1985 00:00:00   ,149.02
01.10.1985 00:00:00   ,147.69
01.11.1985 00:00:00   ,147.3
01.12.1985 00:00:00   ,147.6
01.01.1986 00:00:00   ,148.13
01.02.1986 00:00:00   ,148.09
01.03.1986 00:00:00   ,147.83
01.04.1986 00:00:00   ,148.46
01.05.1986 00:00:00   ,148.61
01.06.1986 00:00:00   ,148.72
01.07.1986 00:00:00   ,148.07
01.08.1986 00:00:00   ,147.66
01.09.1986 00:00:00   ,147.53
01.10.1986 00:00:00   ,147.19
01.11.1986 00:00:00   ,147.26
01.12.1986 00:00:00   ,147.09
01.01.1987 00:00:00   ,147.76
01.02.1987 00:00:00   ,147.85
01.03.1987 00:00:00   ,149.2
01.04.1987 00:00:00   ,149.1
01.05.1987 00:00:00   ,149.25
01.06.1987 00:00:00   ,149.3
01.07.1987 00:00:00   ,149.06
01.08.1987 00:00:00   ,148.98
01.09.1987 00:00:00   ,148.17
01.10.1987 00:00:00   ,147.67
01.11.1987 00:00:00   ,147.45
01.12.1987 00:00:00   ,148.45
01.01.1988 00:00:00   ,148.5
01.02.1988 00:00:00   ,147.95
01.03.1988 00:00:00   ,148.51
01.04.1988 00:00:00   ,
01.05.1988 00:00:00   ,149.2
01.06.1988 00:00:00   ,148.76
01.07.1988 00:00:00   ,148.15
01.08.1988 00:00:00   ,147.87
01.09.1988 00:00:00   ,148.15
01.10.1988 00:00:00   ,147.53
01.11.1988 00:00:00   ,147.44
01.12.1988 00:00:00   ,149.07
01.01.1989 00:00:00   ,148.74
01.02.1989 00:00:00   ,148.04
01.03.1989 00:00:00   ,148.12
01.04.1989 00:00:00   ,148.21
01.05.1989 00:00:00   ,148.19
01.06.1989 00:00:00   ,148.12
01.07.1989 00:00:00   ,148.3
01.08.1989 00:00:00   ,148.19
01.09.1989 00:00:00   ,148.01
01.10.1989 00:00:00   ,147.87
01.11.1989 00:00:00   ,147.71
01.12.1989 00:00:00   ,147.48
01.01.1990 00:00:00   ,147.36
01.02.1990 00:00:00   ,147.97
01.03.1990 00:00:00   ,148.57
01.04.1990 00:00:00   ,148.06
01.05.1990 00:00:00   ,148.0
01.06.1990 00:00:00   ,148.09
01.07.1990 00:00:00   ,148.98
01.08.1990 00:00:00   ,147.78
01.09.1990 00:00:00   ,147.45
01.10.1990 00:00:00   ,147.43
01.11.1990 00:00:00   ,147.52
01.12.1990 00:00:00   ,147.55
01.01.1991 00:00:00   ,147.76
01.02.1991 00:00:00   ,147.31
01.03.1991 00:00:00   ,147.31
01.04.1991 00:00:00   ,147.37
01.05.1991 00:00:00   ,147.86
01.06.1991 00:00:00   ,148.6
01.07.1991 00:00:00   ,149.0
01.08.1991 00:00:00   ,149.89
01.09.1991 00:00:00   ,147.82
01.10.1991 00:00:00   ,147.32
01.11.1991 00:00:00   ,147.19
01.12.1991 00:00:00   ,148.04
01.01.1992 00:00:00   ,148.49
01.02.1992 00:00:00   ,147.78
01.03.1992 00:00:00   ,148.11
01.04.1992 00:00:00   ,148.59
01.05.1992 00:00:00   ,148.73
01.06.1992 00:00:00   ,148.29
01.07.1992 00:00:00   ,147.83
01.08.1992 00:00:00   ,147.33
01.09.1992 00:00:00   ,147.13
01.10.1992 00:00:00   ,146.98
01.11.1992 00:00:00   ,148.11
01.12.1992 00:00:00   ,149.28
01.01.1993 00:00:00   ,148.2
01.02.1993 00:00:00   ,147.87
01.03.1993 00:00:00   ,147.92
01.04.1993 00:00:00   ,148.35
01.05.1993 00:00:00   ,148.13
01.06.1993 00:00:00   ,147.85
01.07.1993 00:00:00   ,148.65
